target_id	length	eff_length	est_counts	tpm
ENST00000553165.1	448	165.529	0	0
ENST00000548359.1	816	551.24	14.4259	1.97277
ENST00000551032.5	554	270.737	0	0
ENST00000552167.1	567	283.627	0	0
ENST00000551995.1	354	73.7198	5	5.11281
ENST00000619055.1	682	320.953	10	2.34873
ENST00000548469.1	667	375.796	32	6.41907
ENST00000552885.2	3234	3432.86	91.2113	2.00294
ENST00000550634.1	734	441.099	0	0
ENST00000548705.5	638	351.308	0	0
ENST00000551399.1	1260	964.822	0	0
ENST00000547123.1	882	587.193	0	0
ENST00000549161.5	1080	784.822	0	0
ENST00000550138.5	588	304.511	0	0
ENST00000552534.5	924	629.016	0	0
ENST00000551699.5	801	448.277	2	0.336324
ENST00000550938.5	790	495.297	0	0
ENST00000550999.5	752	457.934	0	0
ENST00000553197.5	875	580.248	0	0
ENST00000551401.5	792	497.297	0	0
ENST00000550302.5	789	494.297	0	0
ENST00000547762.1	761	466.711	0	0
ENST00000546936.2	1615	1020.46	102.602	7.5794
ENST00000550272.1	737	321.861	6	1.40526
ENST00000550506.1	1372	1015.73	39	2.8944
ENST00000552532.1	459	176.478	192.636	82.2852
ENST00000551856.1	277	24.1831	0	0
ENST00000548575.1	3141	2575.24	24.7047	0.723163
ENST00000550279.1	742	448.457	0	0
ENST00000547795.2	569	285.627	0	0
ENST00000547882.1	534	250.865	0	0
ENST00000548619.1	351	70.7414	0	0
ENST00000602731.1	914	619.016	0	0
ENST00000555596.1	519	236.082	11.0066	3.5145
ENST00000547033.1	1258	1020.77	1	0.0738491
ENST00000550014.1	450	167.512	0	0
ENST00000624306.1	508	225.196	0	0
ENST00000551280.1	777	482.391	0	0
ENST00000548691.1	554	270.737	153.963	42.8689
ENST00000625763.1	493	210.346	11.8708	4.25422
ENST00000612250.1	334	54.0839	0	0
ENST00000500381.2	2941	2645.82	0	0
ENST00000549278.1	599	315.356	0	0
ENST00000611513.1	2257	1961.82	0	0
ENST00000605595.1	1495	1199.82	0	0
ENST00000605051.1	540	256.789	0	0
ENST00000605233.2	8041	8415.27	73	0.653926
ENST00000623264.1	286	22.8421	0	0
ENST00000552778.2	1711	1415.82	0	0
ENST00000605386.1	3632	4446.76	248.003	4.20424
ENST00000547370.5	547	263.737	7	2.00078
ENST00000549551.1	238	90.8982	0	0
ENST00000547094.1	400	118.491	0	0
ENST00000548722.2	926	561.713	7	0.939415
ENST00000549313.1	574	306.842	11.3756	2.7947
ENST00000549470.5	521	238.058	6.87582	2.17729
ENST00000548172.1	537	253.814	0	0
ENST00000552470.1	310	33.7709	0	0
ENST00000549669.1	901	606.135	0	0
ENST00000546725.1	1406	1110.82	0	0
ENST00000551571.1	894	589.292	57.0534	7.29835
ENST00000617041.1	758	630.265	64.5595	7.72167
ENST00000550035.1	247	86.5777	25.177	21.9216
ENST00000546710.2	1188	892.822	0	0
ENST00000551075.1	1011	715.822	0	0
ENST00000551843.5	2205	1796.61	139.029	5.83345
ENST00000549802.5	2169	1819.43	73.2656	3.03556
ENST00000552106.5	1402	1085.44	7.97593	0.553923
ENST00000551563.6	1350	1041.19	63.726	4.61384
ENST00000546975.4	1327	992.959	0	0
ENST00000551764.5	456	173.512	795.906	345.785
ENST00000553207.5	538	254.814	109.406	32.366
ENST00000551306.1	533	249.889	79.7708	24.0641
ENST00000552277.3	571	327.15	96.9267	22.3342
ENST00000548552.2	440	157.624	53.9939	25.8224
ENST00000501008.2	1898	2222.31	15.2891	0.518624
ENST00000499685.2	5699	5044.46	176	2.6301
ENST00000618125.1	472	189.406	7.71087	3.06891
ENST00000615716.1	800	480.853	263	41.2304
ENST00000508671.1	1968	1500.63	537.821	27.0171
ENST00000504409.3	10626	9190.97	1210.55	9.92876
ENST00000552353.2	898	593.425	15	1.90546
ENST00000549914.1	723	430.478	0	0
ENST00000550324.5	579	290.109	66.0278	17.1569
ENST00000549930.1	249	84.751	0	0
ENST00000552451.1	653	439.562	191.972	32.9225
ENST00000547432.1	721	428.478	0	0
ENST00000551928.1	791	430.487	25.6074	4.48414
ENST00000552584.1	1269	973.822	0	0
ENST00000552835.5	814	605.876	228.421	28.4201
ENST00000549806.1	332	52.1754	0	0
ENST00000548890.1	329	49.3863	2.3342	3.56292
ENST00000499137.6	3325	2954.13	437.766	11.1709
ENST00000500986.5	1655	1273.51	14.5644	0.862115
ENST00000547845.5	555	271.737	0	0
ENST00000551626.1	618	405.009	1.20667	0.224595
ENST00000550287.1	1587	1043.01	7	0.50592
ENST00000551107.1	528	244.963	0	0
ENST00000551257.1	779	386.639	187.718	36.5994
ENST00000550687.1	540	256.789	0	0
ENST00000604017.1	2773	2613.62	25.1947	0.726676
ENST00000551029.1	370	89.5447	5	4.20924
ENST00000550759.1	446	163.529	0	0
ENST00000550111.1	493	210.346	13	4.6589
ENST00000551941.1	796	584.083	145	18.714
ENST00000547927.1	401	119.396	14	8.83916
ENST00000623122.1	2482	2304.65	175.003	5.72421
ENST00000549532.1	420	137.814	0	0
ENST00000549961.1	201	84.7295	2.48986	2.2152
ENST00000551656.1	369	88.5627	0	0
ENST00000548194.1	340	59.9156	0	0
ENST00000550470.1	458	175.478	0	0
ENST00000551610.1	408	126.165	0	0
ENST00000553194.1	467	184.406	0	0
ENST00000553163.1	457	174.478	0	0
ENST00000551893.1	396	114.713	0	0
ENST00000553095.1	393	111.838	0	0
ENST00000551849.1	862	567.248	0	0
ENST00000547346.1	656	366.051	0	0
ENST00000551844.1	525	241.987	35.9873	11.2106
ENST00000548740.1	379	98.2891	17.302	13.2698
ENST00000552238.1	573	289.57	2	0.520655
ENST00000549896.1	271	28.8004	0	0
ENST00000624902.1	4547	3556.81	117.812	2.49691
ENST00000547515.1	576	292.57	0	0
ENST00000538559.6	2598	2302.82	0	0
ENST00000541282.5	2099	1803.82	0	0
ENST00000613072.1	60	15.2059	0	0
ENST00000548886.1	1047	751.822	0	0
ENST00000547996.1	755	460.934	0	0
ENST00000552411.1	656	366.051	0	0
ENST00000547946.1	687	394.755	0	0
ENST00000624690.1	715	422.56	0	0
ENST00000548344.1	521	238.058	16	5.06653
ENST00000501499.1	1825	1593.45	134.749	6.37469
ENST00000549004.1	309	33.004	3	6.85219
ENST00000548760.2	3357	3840.02	1349.75	26.4969
ENST00000546421.1	738	953.167	17.2459	1.36392
ENST00000551372.1	512	229.151	0	0
ENST00000547633.2	1038	742.822	0	0
ENST00000623555.1	1293	1061.93	51.952	3.68791
ENST00000623268.1	1750	1165.63	816.521	52.8059
ENST00000550886.1	418	135.841	71.1926	39.5073
ENST00000552332.1	386	105.045	0	0
ENST00000549036.1	557	273.71	16	4.40659
ENST00000547360.1	379	98.2891	0	0
ENST00000552081.5	442	159.577	0	0
ENST00000547027.1	566	282.627	1	0.266723
ENST00000616668.1	449	166.512	0	0
ENST00000551918.1	564	280.655	0	0
ENST00000550307.5	1034	738.822	0	0
ENST00000547004.1	423	140.772	0	0
ENST00000552707.1	374	93.4433	43	34.6892
ENST00000626826.1	205012	196955	14042.2	5.37456
ENST00000635615.1	1323	1027.82	0	0
ENST00000547179.1	3722	3286.65	92.4868	2.12129
ENST00000635444.1	547	263.737	2	0.571653
ENST00000548594.5	755	390.069	2.81729	0.544457
ENST00000548415.1	588	304.511	3.18271	0.787896
ENST00000547418.5	852	557.248	0	0
ENST00000552759.1	622	337.314	0	0
ENST00000549568.5	405	123.227	0	0
ENST00000550664.2	347	66.7825	0	0
ENST00000550185.5	3059	2510.16	3	0.0900935
ENST00000551174.1	713	420.56	0	0
ENST00000551905.1	478	195.406	0	0
ENST00000550175.1	468	185.406	0	0
ENST00000551299.1	497	214.283	0	0
ENST00000550029.1	738	455.274	36	5.96079
ENST00000549448.1	413	130.96	0	0
ENST00000551650.1	674	318.002	2	0.474105
ENST00000547554.1	428	145.744	0	0
ENST00000549807.1	701	408.601	0	0
ENST00000623545.1	1375	1098.55	322.408	22.1237
ENST00000547750.1	289	23.416	0	0
ENST00000550088.1	641	381.149	4	0.791114
ENST00000549251.1	549	265.737	179.053	50.7928
ENST00000548557.1	2503	2207.82	0	0
ENST00000547465.1	557	273.71	0	0
ENST00000546699.1	632	346.13	0	0
ENST00000548901.1	753	559.498	46.0272	6.2014
ENST00000552486.1	312	35.2452	0	0
ENST00000611145.1	2028	2128.37	106.911	3.78658
ENST00000551505.4	570	337.065	6	1.34187
ENST00000549203.2	569	285.627	0	0
ENST00000547531.1	863	636.072	6	0.71108
ENST00000552415.1	809	574.994	44	5.7685
ENST00000570282.1	1469	1550.11	28	1.36166
ENST00000547679.1	502	219.196	0	0
ENST00000548473.1	507	224.196	0	0
ENST00000546829.1	567	283.627	0	0
ENST00000546714.1	1680	1379.6	3	0.163924
ENST00000552154.1	452	169.512	0	0
ENST00000618339.1	1015	719.822	0	0
ENST00000547452.5	731	438.269	0	0
ENST00000551629.2	480	197.406	0	0
ENST00000502160.6	2984	2999.82	15	0.376938
ENST00000551889.1	549	265.737	0	0
ENST00000550306.1	600	383.829	39	7.65951
ENST00000547282.1	303	29.306	82	210.926
ENST00000623272.1	255	69.882	36.5848	39.4648
ENST00000612818.1	664	423.947	2	0.355626
ENST00000551683.2	408	126.165	0	0
ENST00000478808.2	656	590.067	196	25.0397
ENST00000541704.2	910	664.809	5	0.566953
ENST00000538041.1	716	492.96	62.1307	9.50099
ENST00000539987.1	603	291.519	30	7.75763
ENST00000541723.5	871	947.89	7	0.556691
ENST00000541460.1	751	456.934	0	0
ENST00000536474.1	549	265.737	0	0
ENST00000446473.2	728	666.503	282.031	31.8983
ENST00000612793.1	641	353.894	0	0
ENST00000624844.1	1709	1264.53	59	3.5172
ENST00000619452.1	559	275.71	20	5.46828
ENST00000623996.1	360	79.6734	9	8.51536
ENST00000550231.1	946	626.357	2641	317.849
ENST00000623894.1	1828	2470.8	87.7961	2.67863
ENST00000625111.1	1658	1870.8	37.2408	1.50061
ENST00000551161.1	581	311.185	59.7338	14.4702
ENST00000553177.5	524	240.987	0	0
ENST00000548368.5	705	412.601	0	0
ENST00000331096.2	364	83.6405	1	0.901275
ENST00000547607.1	674	382.391	0	0
ENST00000546852.5	590	371.128	29.6064	6.01362
ENST00000548329.1	565	330.932	103.047	23.473
ENST00000552663.1	314	36.8087	30	61.439
ENST00000548846.1	209	89.1399	0	0
ENST00000547021.1	485	202.386	36	13.409
ENST00000613137.1	366	85.6064	0	0
ENST00000428207.4	2290	2888.76	275.851	7.19842
ENST00000443596.1	930	544.95	229.499	31.7467
ENST00000456429.5	1957	2636.55	359.976	10.2923
ENST00000442119.5	602	303.386	125.378	31.153
ENST00000590479.5	543	259.764	107.204	31.1104
ENST00000609228.1	605	333.341	0	0
ENST00000609983.1	662	376.325	375.694	75.2567
ENST00000614212.1	627	342.147	25	5.5081
ENST00000551125.1	596	417.045	110.287	19.9349
ENST00000547401.1	751	456.934	0	0
ENST00000552784.1	575	284.971	404.276	106.943
ENST00000552525.1	248	212.197	2	0.7105
ENST00000622440.1	577	329.201	23	5.26673
ENST00000551357.2	522	239.035	0	0
ENST00000550905.5	589	305.511	51.6324	12.74
ENST00000551982.1	700	468.258	2.01109	0.323759
ENST00000547963.1	2088	1671.81	573.164	25.8444
ENST00000550223.5	1075	848.57	83.4788	7.41588
ENST00000510694.2	1467	1094.63	126.349	8.70116
ENST00000550206.1	570	286.627	0	0
ENST00000552413.1	559	275.71	0	0
ENST00000549266.5	219	93.7267	0	0
ENST00000546791.1	382	101.179	0	0
ENST00000551761.1	474	191.406	0	0
ENST00000531202.1	822	527.248	0	0
ENST00000532697.1	961	665.955	0	0
ENST00000531024.1	766	471.666	0	0
ENST00000528549.1	3620	3324.82	0	0
ENST00000547819.1	366	85.6064	0	0
ENST00000551875.1	1330	1010.86	88.0968	6.56968
ENST00000547876.1	435	152.655	35.4672	17.5142
ENST00000548488.1	1538	1540.94	14	0.684882
ENST00000546696.1	553	269.737	0	0
ENST00000603439.1	1121	1127.94	77.5261	5.18126
ENST00000617627.1	1749	1362.57	590.931	32.6927
ENST00000617845.1	421	138.8	2	1.08621
ENST00000547948.1	843	548.248	0	0
ENST00000550378.1	665	336.975	1	0.223706
ENST00000548457.1	540	256.789	7	2.05492
ENST00000551531.1	416	133.895	26.5401	14.9421
ENST00000551940.1	544	260.764	53.44	15.4488
ENST00000549163.1	441	158.624	71.9277	34.1822
ENST00000546414.1	497	214.283	0	0
ENST00000549725.1	501	218.24	0	0
ENST00000549373.1	493	210.346	8	2.86701
ENST00000548506.1	600	316.324	0	0
ENST00000552992.1	596	312.449	0	0
ENST00000480237.1	1597	1629.23	342.232	15.8348
ENST00000470091.1	435	152.655	0	0
ENST00000489452.1	543	465.747	34.7684	5.62742
ENST00000477702.1	314	36.8087	102	208.893
ENST00000621942.1	2699	2867.62	322.466	8.47689
ENST00000550742.1	486	203.366	0	0
ENST00000546835.1	876	832.77	5.15342	0.466492
ENST00000552718.1	366	85.6064	0	0
ENST00000614016.1	455	172.512	2	0.873945
ENST00000617795.1	2685	2234.21	73.1156	2.46694
ENST00000548738.1	4196	4149.18	59.7936	1.08634
ENST00000614934.1	690	397.64	0	0
ENST00000547006.1	1053	1082.68	2	0.139253
ENST00000540161.1	562	278.683	0	0
ENST00000544667.1	548	350.574	9	1.93525
ENST00000613236.1	702	484.077	1	0.155725
ENST00000621854.1	213	90.4404	15	12.5027
ENST00000617135.1	328	48.456	18	28.0026
ENST00000605329.1	611	372.621	2	0.404611
ENST00000619032.1	590	306.511	104	25.5777
ENST00000610630.1	553	269.737	8	2.23575
ENST00000543558.1	536	252.84	0	0
ENST00000542577.1	460	177.46	0	0
ENST00000536572.1	293	24.8172	0	0
ENST00000545276.1	680	388.057	0	0
ENST00000538783.1	450	167.512	0	0
ENST00000544515.1	570	286.627	0	0
ENST00000534886.1	455	172.512	82.2152	35.9258
ENST00000537730.1	607	323.166	0	0
ENST00000538405.1	577	293.57	0	0
ENST00000535921.1	541	257.789	0	0
ENST00000536009.1	501	218.24	0	0
ENST00000630357.1	2291	2177.55	180.291	6.24137
ENST00000628559.1	862	567.248	0	0
ENST00000537366.5	693	378.564	8.76103	1.74458
ENST00000535511.5	495	212.304	0	0
ENST00000509470.2	695	394.517	1.23897	0.236739
ENST00000535109.1	451	168.512	0	0
ENST00000611079.1	2094	2238.2	569.762	19.1897
ENST00000542265.5	854	951.378	468.159	37.0949
ENST00000542314.5	707	501.18	130.814	19.6758
ENST00000538804.5	508	321.324	45.0722	10.574
ENST00000539446.5	827	633.194	61.9242	7.37221
ENST00000535200.1	1170	1399.84	87.9508	4.73627
ENST00000620336.1	443	160.561	78.3671	36.7932
ENST00000617183.1	678	527.429	3	0.428777
ENST00000536933.1	365	84.6235	0	0
ENST00000500741.2	1901	1842.64	1011	41.3604
ENST00000615562.1	356	75.6971	9	8.96267
ENST00000540369.2	1015	907.1	77.8475	6.46939
ENST00000544339.1	496	213.304	0	0
ENST00000541383.1	575	346.427	2	0.435204
ENST00000535720.1	583	299.57	0	0
ENST00000611056.1	416	133.895	16	9.00803
ENST00000621276.1	412	129.986	12	6.95917
ENST00000544939.1	569	285.627	0	0
ENST00000542620.1	583	383.482	3	0.589726
ENST00000619441.1	343	62.8538	0	0
ENST00000537361.1	659	358.201	7	1.47315
ENST00000539163.1	2455	2504.66	259.068	7.7972
ENST00000433033.2	612	327.876	365.464	84.0251
ENST00000535301.1	536	252.84	0	0
ENST00000623931.1	403	121.3	0	0
ENST00000619282.1	651	489.62	11.1475	1.71629
ENST00000557474.1	552	352.319	2	0.427926
ENST00000541574.1	544	516.885	208	30.335
ENST00000542933.5	1220	1542.48	1409.47	68.8827
ENST00000429892.5	1521	1680.99	104.688	4.69466
ENST00000537157.5	479	196.406	0.966286	0.370873
ENST00000428029.6	1024	1452.54	17.2504	0.895251
ENST00000541694.5	875	1046.85	0	0
ENST00000543167.5	1059	1336.66	0	0
ENST00000535643.5	1014	1079.07	276.889	19.3433
ENST00000543334.5	1282	1436.46	128.663	6.75204
ENST00000535614.5	480	356.28	2.35597	0.498486
ENST00000536662.5	560	441.683	6.47615	1.1053
ENST00000545885.5	559	468.703	52.2218	8.39902
ENST00000538335.1	630	691.027	1.02263	0.111557
ENST00000609067.1	572	288.57	0	0
ENST00000613093.1	2607	3081.19	10	0.244656
ENST00000543848.1	434	151.67	0	0
ENST00000618674.1	145	55.1905	0	0
ENST00000538710.1	816	521.248	0	0
ENST00000616576.1	642	354.72	0	0
ENST00000538790.1	851	614.22	8.04352	0.98718
ENST00000540968.1	587	303.541	0	0
ENST00000423999.2	893	873.892	251.517	21.6962
ENST00000535337.1	436	153.655	0	0
ENST00000623601.1	684	391.869	0	0
ENST00000539034.1	447	164.529	0	0
ENST00000535976.1	1745	1449.82	0	0
ENST00000619123.1	455	172.512	8	3.49578
ENST00000613543.1	544	421.365	8	1.43122
ENST00000543611.1	1731	1435.82	0	0
ENST00000545293.1	751	478.081	11	1.73446
ENST00000537827.2	484	201.386	4	1.49728
ENST00000623210.1	18662	22415.5	3087.89	10.3845
ENST00000540866.2	5618	10218.4	10979	80.9945
ENST00000506255.1	2191	2572.52	1	0.0293032
ENST00000537292.1	1065	769.822	0	0
ENST00000624878.1	5566	6853.8	207.971	2.28742
ENST00000625082.1	1054	682.714	382	42.1792
ENST00000543217.6	793	493.052	31.755	4.85504
ENST00000541002.7	1110	874.723	1539.85	132.704
ENST00000542427.6	519	439.525	12.1946	2.0915
ENST00000544890.1	796	579.277	6.48225	0.843555
ENST00000602352.1	343	62.8538	5	5.9967
ENST00000602918.1	1920	3251.48	108.924	2.52533
ENST00000543072.1	752	484.408	55.0759	8.57087
ENST00000623184.1	3894	4188.81	665.542	11.9773
ENST00000610631.1	239	90.0848	1	0.836802
ENST00000615987.1	467	338.757	3	0.667586
ENST00000498967.3	8279	9588.12	2848.29	22.3936
ENST00000623229.1	1418	1225.42	109.805	6.75478
ENST00000623811.1	601	288.097	659	172.433
ENST00000538837.1	321	42.3473	104.787	186.533
ENST00000623681.1	549	265.737	4	1.1347
ENST00000602952.1	623	367.282	342.304	70.2565
ENST00000602347.1	528	244.963	10	3.07733
ENST00000602474.1	263	44.0433	1	1.71157
ENST00000602988.1	553	269.737	9	2.51522
ENST00000602601.1	557	273.71	12	3.30494
ENST00000602741.1	355	74.7198	6	6.05326
ENST00000602558.1	258	59.7221	13	16.409
ENST00000621669.1	2838	3160.85	55.298	1.3188
ENST00000539391.1	2256	1960.82	0	0
ENST00000543970.1	1282	1386.06	64.3505	3.49981
ENST00000623659.1	507	224.196	1	0.336237
ENST00000625118.1	1834	1538.82	0	0
ENST00000624885.1	371	90.5266	0	0
ENST00000624854.1	528	244.963	0	0
ENST00000624271.1	415	132.895	0	0
ENST00000624126.1	511	228.196	0	0
ENST00000623062.1	780	485.345	0	0
ENST00000624789.1	597	313.449	0	0
ENST00000623827.1	446	163.529	0	0
ENST00000624500.1	411	128.999	0	0
ENST00000627370.1	1977	2038.78	554.1	20.4876
ENST00000623804.1	3467	5143.14	278.824	4.08672
ENST00000543922.1	585	382.736	4	0.787834
ENST00000623279.1	4394	5086.85	600.038	8.89208
ENST00000622998.1	982	931.745	124.891	10.1044
ENST00000624630.1	1141	845.822	0	0
ENST00000623855.1	2258	1904.64	1	0.0395786
ENST00000545784.5	2078	2072.61	12.0009	0.436487
ENST00000507313.5	2819	2988.79	179.012	4.51503
ENST00000502479.1	4972	5031.35	140.038	2.09814
ENST00000534849.1	570	476.4	9	1.42411
ENST00000620193.1	677	409.718	107	19.6867
ENST00000545642.1	643	355.442	0	0
ENST00000624756.1	589	305.511	0	0
ENST00000623191.1	700	493.172	49.3051	7.53645
ENST00000624721.1	426	143.758	0	0
ENST00000542804.1	637	350.446	3	0.645318
ENST00000536505.1	280	23.3248	10	32.3189
ENST00000539588.1	775	480.437	0	0
ENST00000536639.1	1310	1014.82	0	0
ENST00000536422.1	974	678.955	0	0
ENST00000544419.1	480	197.406	0	0
ENST00000544759.5	742	448.457	0	0
ENST00000397346.7	2458	2162.82	0	0
ENST00000539969.5	1802	1506.82	0	0
ENST00000545767.5	1563	1354.2	0	0
ENST00000540774.2	1442	1265.1	4	0.238347
ENST00000545853.1	456	173.512	70	30.4118
ENST00000540814.1	410	128.102	0	0
ENST00000541065.1	526	242.987	0	0
ENST00000537478.1	654	364.371	0	0
ENST00000541769.1	419	136.828	0	0
ENST00000623427.1	349	68.7484	0	0
ENST00000625201.1	545	261.764	0	0
ENST00000544711.1	339	58.9636	0	0
ENST00000545535.1	540	256.789	0	0
ENST00000537374.1	1688	1392.82	0	0
ENST00000541359.1	676	384.206	0	0
ENST00000539315.1	856	561.248	0	0
ENST00000535118.1	458	175.478	0	0
ENST00000535544.1	2815	2400.07	7.42643	0.233255
ENST00000345111.3	2126	1565.16	0	0
ENST00000540250.1	1190	894.822	0	0
ENST00000616373.1	420	137.814	0.573567	0.313736
ENST00000540684.5	888	569.48	4	0.529488
ENST00000544499.1	366	85.6064	0	0
ENST00000546117.1	231	94.3362	0	0
ENST00000542248.5	548	264.737	3	0.85424
ENST00000545508.1	402	120.337	1	0.626435
ENST00000536517.1	421	138.8	0	0
ENST00000507482.6	1486	1190.82	0	0
ENST00000541348.1	827	532.248	0	0
ENST00000544727.1	482	199.386	0	0
ENST00000543451.1	286	22.8421	0	0
ENST00000512624.6	1361	1065.82	0	0
ENST00000540244.5	689	462.458	5	0.815026
ENST00000546062.1	563	279.683	0	0
ENST00000541419.1	505	222.196	0	0
ENST00000535022.1	242	88.9643	0	0
ENST00000617117.1	2933	2494.88	27.249	0.823332
ENST00000536330.1	724	636.576	1	0.11842
ENST00000545739.1	852	557.248	0	0
ENST00000624621.1	427	144.744	0	0
ENST00000623908.1	691	398.64	0	0
ENST00000535247.1	556	324.412	10	2.32368
ENST00000544251.5	679	387.057	0	0
ENST00000540490.5	848	553.248	0	0
ENST00000546180.1	959	663.955	0	0
ENST00000541797.1	462	179.46	22.9617	9.64515
ENST00000623682.1	349	68.7484	4	4.38603
ENST00000536342.1	406	124.227	0	0
ENST00000614177.1	1993	1821.4	188.233	7.79048
ENST00000544645.5	1930	1506.97	251.226	12.567
ENST00000540882.5	1935	1566.14	0	0
ENST00000542089.1	1932	1525.28	0	0
ENST00000538901.1	194	81.653	7	6.46249
ENST00000543651.1	552	268.737	0	0
ENST00000540745.1	801	506.297	0	0
ENST00000536341.1	546	262.764	0	0
ENST00000541258.1	1656	1360.82	0	0
ENST00000620052.1	488	205.346	0	0
ENST00000615029.1	527	243.987	0	0
ENST00000624053.1	898	713.984	326.456	34.4676
ENST00000536216.1	564	280.655	0	0
ENST00000623017.1	1565	1680.02	1014	45.4985
ENST00000611714.1	744	526.293	16.4384	2.35453
ENST00000512133.6	2271	2410.95	20.3795	0.637203
ENST00000542535.5	442	159.577	0	0
ENST00000541320.5	440	157.624	12.3327	5.89803
ENST00000510001.6	293	24.8172	0	0
ENST00000537367.5	531	247.889	48.989	14.8975
ENST00000508925.6	627	287.546	3.2989	0.86484
ENST00000540739.1	490	207.346	0	0
ENST00000542578.1	1568	1272.82	0	0
ENST00000624010.1	480	197.406	0	0
ENST00000539362.1	739	445.715	0	0
ENST00000544036.1	392	110.849	0	0
ENST00000622967.1	595	311.48	0	0
ENST00000502221.2	1986	1883.98	114.146	4.56727
ENST00000561864.1	577	293.57	0	0
ENST00000291374.11	3569	3603.04	131.441	2.75002
ENST00000567788.1	4592	4431.66	0	0
ENST00000536512.1	353	72.7198	5.0395	5.22406
ENST00000535487.1	1713	1601.05	347.065	16.3411
ENST00000624565.1	1050	754.822	0	0
ENST00000611525.1	2076	1780.82	0	0
ENST00000505807.6	10193	12984.7	189.103	1.09784
ENST00000509760.1	3678	5006.29	26.4953	0.398957
ENST00000542000.1	694	401.64	0	0
ENST00000537095.1	511	228.196	0	0
ENST00000624455.1	738	444.715	0	0
ENST00000563922.1	763	468.711	0	0
ENST00000624997.1	712	419.56	0	0
ENST00000623293.1	527	243.987	0	0
ENST00000539532.1	415	132.895	2	1.13448
ENST00000624734.1	5658	8321.06	410.938	3.72282
ENST00000623766.1	1308	1848.16	1	0.0407882
ENST00000544034.1	201	84.7295	19	16.9041
ENST00000541840.1	196	82.4412	0	0
ENST00000443685.4	1711	1688.43	72.0391	3.21633
ENST00000591364.5	685	392.831	0	0
ENST00000628936.1	644	356.303	0	0
ENST00000585405.1	616	331.778	0	0
ENST00000624414.1	853	558.248	0	0
ENST00000546264.1	587	303.541	0	0
ENST00000542821.1	317	39.0931	1	1.9283
ENST00000624597.1	1648	1352.82	0	0
ENST00000622982.1	854	559.248	0	0
ENST00000624129.1	2027	2348.53	107.326	3.44495
ENST00000537998.1	409	127.127	0	0
ENST00000625114.1	701	598.633	2.03252	0.255946
ENST00000623737.1	1717	1842.23	7	0.286437
ENST00000542980.1	1277	1142.39	3.80576	0.251132
ENST00000536673.1	1037	842.215	3.19424	0.285903
ENST00000624013.1	1973	1677.82	0	0
ENST00000623434.1	2500	2530.68	15.8655	0.472598
ENST00000535370.1	568	445.367	4	0.677043
ENST00000376678.6	2473	2570.75	13	0.381204
ENST00000536191.1	583	399.414	0	0
ENST00000623628.1	2013	2164.91	397.233	13.8318
ENST00000623821.1	2697	2401.82	0	0
ENST00000508505.2	1315	1019.82	0	0
ENST00000428272.4	2009	1713.82	0	0
ENST00000539209.1	532	248.889	0	0
ENST00000623945.1	514	309.164	58.3511	14.2277
ENST00000618927.1	464	181.424	2	0.831015
ENST00000535133.1	493	210.346	1	0.358377
ENST00000624926.1	4191	5489.82	1	0.0137314
ENST00000624871.1	588	304.511	0	0
ENST00000542797.1	617	412.322	3	0.548477
ENST00000623233.1	527	243.987	0	0
ENST00000537280.1	494	211.346	0	0
ENST00000508145.2	1561	1265.82	0	0
ENST00000537032.1	666	374.832	0	0
ENST00000542763.2	770	800.918	142	13.3652
ENST00000624048.1	1740	1923.32	11	0.431137
ENST00000539078.1	426	143.758	5	2.62187
ENST00000621809.1	287	23.0191	86	281.633
ENST00000542422.1	495	212.304	0	0
ENST00000619709.1	240	89.9754	7	5.86474
ENST00000624002.1	808	513.248	0	0
ENST00000619983.1	221	94.828	0	0
ENST00000538731.2	1484	1858.48	1	0.0405617
ENST00000535242.1	391	109.882	0	0
ENST00000623965.1	852	557.248	0	0
ENST00000543317.1	722	429.478	0	0
ENST00000376617.3	1766	1470.82	0	0
ENST00000537762.2	3039	2743.82	0	0
ENST00000625164.1	1645	1349.82	0	0
ENST00000613430.1	1793	1497.82	0	0
ENST00000537720.1	476	193.406	0	0
ENST00000623871.1	428	145.744	0	0
ENST00000624298.1	468	185.406	0	0
ENST00000623746.1	465	182.424	0	0
ENST00000623974.1	539	255.789	0	0
ENST00000622182.1	705	412.601	0	0
ENST00000542627.1	1035	739.822	0	0
ENST00000537742.2	615	330.81	0	0
ENST00000624087.1	4219	7144.85	210.097	2.21667
ENST00000622917.1	1355	1635.77	2	0.0921681
ENST00000613771.1	668	376.76	0	0
ENST00000623606.1	975	1413.11	9	0.480109
ENST00000623177.1	2104	2482.01	514.167	15.6162
ENST00000424075.2	555	271.737	13	3.60635
ENST00000503695.4	3263	2991.19	505.576	12.7414
ENST00000592296.5	504	221.196	0	0
ENST00000443154.3	1151	923.154	533.678	43.5792
ENST00000624989.1	468	185.406	36.6294	14.8929
ENST00000624401.1	631	345.368	0	0
ENST00000606110.1	392	110.849	0	0
ENST00000623511.1	1970	1834.36	13.2044	0.542636
ENST00000448748.1	841	546.248	0	0
ENST00000412714.1	663	372.158	0	0
ENST00000422609.1	458	175.478	0	0
ENST00000447784.1	560	276.683	0	0
ENST00000422082.2	746	452.196	0	0
ENST00000456737.1	2063	1767.82	0	0
ENST00000428086.2	1434	1138.82	0	0
ENST00000450212.1	199	83.9278	0	0
